country,year,HIV.perc
Barbados,1987,NA
Belarus,1987,NA
Belgium,1987,NA
Belize,1987,NA
Benin,1987,NA
Bermuda,1987,NA
Bhutan,1987,NA
Bolivia,1987,NA
Bosnia and Herzegovina,1987,NA
Botswana,1987,NA
Brazil,1987,NA
British Virgin Islands,1987,NA
Brunei,1987,NA
Bulgaria,1987,NA
Burkina Faso,1987,NA
Burundi,1987,NA
Cambodia,1987,NA
Cameroon,1987,NA
Canada,1987,NA
Cape Verde,1987,NA
Cayman Islands,1987,NA
Central African Republic,1987,NA
Chad,1987,NA
Channel Islands,1987,NA
Chile,1987,NA
China,1987,NA
Christmas Island,1987,NA
Cocos Island,1987,NA
Colombia,1987,NA
Comoros,1987,NA
"Congo, Dem. Rep.",1987,NA
"Congo, Rep.",1987,NA
Cook Is,1987,NA
Costa Rica,1987,NA
Cote d'Ivoire,1987,NA
Croatia,1987,NA
Cuba,1987,NA
Cyprus,1987,NA
Czech Republic,1987,NA
Czechoslovakia,1987,NA
Denmark,1987,NA
Djibouti,1987,NA
Dominica,1987,NA
Dominican Republic,1987,NA
East Germany,1987,NA
Ecuador,1987,NA
Egypt,1987,NA
El Salvador,1987,NA
Equatorial Guinea,1987,NA
Eritrea,1987,NA
Eritrea and Ethiopia,1987,NA
Estonia,1987,NA
Ethiopia,1987,NA
Faeroe Islands,1987,NA
Falkland Is (Malvinas),1987,NA
Fiji,1987,NA
Finland,1987,NA
France,1987,NA
French Guiana,1987,NA
French Polynesia,1987,NA
Gabon,1987,NA
Gambia,1987,NA
Georgia,1987,NA
Germany,1987,NA
Ghana,1987,NA
Gibraltar,1987,NA
Greece,1987,NA
Greenland,1987,NA
Grenada,1987,NA
Guadeloupe,1987,NA
Guam,1987,NA
Guatemala,1987,NA
Guernsey,1987,NA
Guinea,1987,NA
Guinea-Bissau,1987,NA
Guyana,1987,NA
Haiti,1987,NA
Holy See,1987,NA
Honduras,1987,NA
"Hong Kong, China",1987,NA
Hungary,1987,NA
Iceland,1987,NA
India,1987,NA
Indonesia,1987,NA
Iran,1987,NA
Iraq,1987,NA
Ireland,1987,NA
Isle of Man,1987,NA
Israel,1987,NA
Italy,1987,NA
Jamaica,1987,NA
Japan,1987,NA
Jersey,1987,NA
Jordan,1987,NA
Kazakhstan,1987,NA
Kenya,1987,NA
Kiribati,1987,NA
North Korea,1987,NA
South Korea,1987,NA
"United Korea (former)
",1987,NA
Kosovo,1987,NA
Kuwait,1987,NA
Kyrgyz Republic,1987,NA
Lao,1987,NA
Latvia,1987,NA
Lebanon,1987,NA
Lesotho,1987,NA
Liberia,1987,NA
Libya,1987,NA
Liechtenstein,1987,NA
Lithuania,1987,NA
Luxembourg,1987,NA
"Macao, China",1987,NA
"Macedonia, FYR",1987,NA
Madagascar,1987,NA
Malawi,1987,NA
Malaysia,1987,0.010175238
Maldives,1987,NA
Mali,1987,NA
Malta,1987,NA
Marshall Islands,1987,NA
Martinique,1987,NA
Mauritania,1987,NA
Mauritius,1987,NA
Mayotte,1987,NA
Mexico,1987,NA
"Micronesia, Fed. Sts.",1987,NA
Moldova,1987,NA
Monaco,1987,NA
Mongolia,1987,NA
Montenegro,1987,NA
Montserrat,1987,NA
Morocco,1987,NA
Mozambique,1987,NA
Myanmar,1987,NA
Namibia,1987,NA
Nauru,1987,NA
Nepal,1987,NA
Netherlands,1987,NA
Netherlands Antilles,1987,NA
New Caledonia,1987,NA
New Zealand,1987,NA
Ngorno-Karabakh,1987,NA
Nicaragua,1987,NA
Niger,1987,NA
Nigeria,1987,NA
Niue,1987,NA
Norfolk Island,1987,NA
Northern Cyprus,1987,NA
Northern Mariana Islands,1987,NA
Norway,1987,NA
Oman,1987,NA
Pakistan,1987,NA
Palau,1987,NA
Panama,1987,NA
Papua New Guinea,1987,0.010175238
Paraguay,1987,NA
Peru,1987,NA
Philippines,1987,NA
Pitcairn,1987,NA
Poland,1987,NA
Portugal,1987,NA
Puerto Rico,1987,NA
Qatar,1987,NA
Reunion,1987,NA
Romania,1987,NA
Russia,1987,NA
Rwanda,1987,NA
St. BarthÃ©lemy,1987,NA
St. Helena,1987,NA
St. Kitts and Nevis,1987,NA
St. Lucia,1987,NA
St. Martin,1987,NA
St. Vincent and the Grenadines,1987,NA
St.-Pierre-et-Miquelon,1987,NA
Samoa,1987,NA
San Marino,1987,NA
Sao Tome and Principe,1987,NA
Saudi Arabia,1987,NA
Senegal,1987,NA
Serbia,1987,NA
Serbia and Montenegro,1987,NA
Serbia excluding Kosovo,1987,NA
Seychelles,1987,NA
Sierra Leone,1987,NA
Singapore,1987,NA
Slovak Republic,1987,NA
Slovenia,1987,NA
Solomon Islands,1987,NA
Somalia,1987,0.010400419
Somaliland,1987,NA
South Africa,1987,NA
South Ossetia,1987,NA
Spain,1987,NA
Sri Lanka,1987,NA
Sudan,1987,NA
Suriname,1987,NA
Svalbard,1987,NA
Swaziland,1987,NA
Sweden,1987,NA
Switzerland,1987,NA
Syria,1987,NA
Taiwan,1987,NA
Tajikistan,1987,NA
Tanzania,1987,NA
Thailand,1987,NA
Timor-Leste,1987,NA
Togo,1987,NA
Tokelau,1987,NA
Tonga,1987,NA
Transnistria,1987,NA
Trinidad and Tobago,1987,NA
Tunisia,1987,NA
Turkey,1987,NA
Turkmenistan,1987,NA
Turks and Caicos Islands,1987,NA
Tuvalu,1987,NA
Uganda,1987,NA
Ukraine,1987,NA
United Arab Emirates,1987,NA
United Kingdom,1987,NA
United States,1987,NA
Uruguay,1987,NA
USSR,1987,NA
Uzbekistan,1987,NA
Wallis et Futuna,1987,NA
Vanuatu,1987,NA
Venezuela,1987,NA
West Bank and Gaza,1987,NA
West Germany,1987,NA
Western Sahara,1987,NA
Vietnam,1987,NA
Virgin Islands (U.S.),1987,NA
North Yemen (former),1987,NA
South Yemen (former),1987,NA
Yemen,1987,NA
Yugoslavia,1987,NA
Zambia,1987,NA
Zimbabwe,1987,NA
Ã…land,1987,NA
South Sudan,1987,NA
Christian,1987,NA
Coastline,1987,NA
CuraÃ§ao,1987,NA
Sint Maarten (Dutch part),1987,NA
St. Martin (French part),1987,NA
Antarctica,1987,NA
"Virgin Islands, British",1987,NA
Hawaiian Trade Zone,1987,NA
U.S. Pacific Islands,1987,NA
Wake Island,1987,NA
Bonaire,1987,NA
Sark,1987,NA
Chinese Taipei,1987,NA
Saint Eustatius,1987,NA
Saba,1987,NA
Abkhazia,1988,NA
Afghanistan,1988,NA
Akrotiri and Dhekelia,1988,NA
Albania,1988,NA
Algeria,1988,NA
American Samoa,1988,NA
Andorra,1988,NA
Angola,1988,NA
Anguilla,1988,NA
Antigua and Barbuda,1988,NA
Argentina,1988,NA
Armenia,1988,NA
Aruba,1988,NA
Australia,1988,NA
Austria,1988,NA
Azerbaijan,1988,NA
Bahamas,1988,NA
Bahrain,1988,NA
Bangladesh,1988,NA
Barbados,1988,NA
Belarus,1988,NA
Belgium,1988,NA
Belize,1988,NA
Benin,1988,NA
Bermuda,1988,NA
Bhutan,1988,NA
Bolivia,1988,NA
Bosnia and Herzegovina,1988,NA
Botswana,1988,NA
Brazil,1988,NA
British Virgin Islands,1988,NA
Brunei,1988,NA
Bulgaria,1988,NA
Burkina Faso,1988,NA
Burundi,1988,NA
Cambodia,1988,NA
Cameroon,1988,NA
Canada,1988,NA
Cape Verde,1988,NA
Cayman Islands,1988,NA
Central African Republic,1988,NA
Chad,1988,NA
Channel Islands,1988,NA
Chile,1988,NA
China,1988,NA
Christmas Island,1988,NA
Cocos Island,1988,NA
Colombia,1988,NA
Comoros,1988,NA
"Congo, Dem. Rep.",1988,NA
"Congo, Rep.",1988,NA
Cook Is,1988,NA
Costa Rica,1988,NA
Cote d'Ivoire,1988,NA
Croatia,1988,NA
Cuba,1988,NA
Cyprus,1988,NA
Czech Republic,1988,NA
Czechoslovakia,1988,NA
Denmark,1988,NA
Djibouti,1988,NA
Dominica,1988,NA
Dominican Republic,1988,NA
East Germany,1988,NA
Ecuador,1988,NA
Egypt,1988,NA
El Salvador,1988,NA
Equatorial Guinea,1988,NA
Eritrea,1988,NA
Eritrea and Ethiopia,1988,NA
Estonia,1988,NA
Ethiopia,1988,NA
Faeroe Islands,1988,NA
Falkland Is (Malvinas),1988,NA
Fiji,1988,NA
Finland,1988,NA
France,1988,NA
French Guiana,1988,NA
French Polynesia,1988,NA
Gabon,1988,NA
Gambia,1988,NA
Georgia,1988,NA
Germany,1988,NA
Ghana,1988,NA
Gibraltar,1988,NA
Greece,1988,NA
Greenland,1988,NA
Grenada,1988,NA
Guadeloupe,1988,NA
Guam,1988,NA
Guatemala,1988,NA
Guernsey,1988,NA
Guinea,1988,NA
Guinea-Bissau,1988,NA
Guyana,1988,NA
Haiti,1988,NA
Holy See,1988,NA
Honduras,1988,NA
"Hong Kong, China",1988,NA
Hungary,1988,NA
Iceland,1988,NA
India,1988,NA
Indonesia,1988,NA
Iran,1988,NA
Iraq,1988,NA
Ireland,1988,NA
Isle of Man,1988,NA
Israel,1988,NA
Italy,1988,NA
Jamaica,1988,NA
Japan,1988,NA
Jersey,1988,NA
Jordan,1988,NA
Kazakhstan,1988,NA
Kenya,1988,NA
Kiribati,1988,NA
North Korea,1988,NA
South Korea,1988,NA
"United Korea (former)
",1988,NA
Kosovo,1988,NA
Kuwait,1988,NA
Kyrgyz Republic,1988,NA
Lao,1988,NA
Latvia,1988,NA
Lebanon,1988,NA
Lesotho,1988,NA
Liberia,1988,NA
Libya,1988,NA
Liechtenstein,1988,NA
Lithuania,1988,NA
Luxembourg,1988,NA
"Macao, China",1988,NA
"Macedonia, FYR",1988,NA
Madagascar,1988,NA
Malawi,1988,NA
Malaysia,1988,NA
Maldives,1988,NA
Mali,1988,NA
Malta,1988,NA
Marshall Islands,1988,NA
Martinique,1988,NA
Mauritania,1988,NA
Mauritius,1988,NA
Mayotte,1988,NA
Mexico,1988,NA
"Micronesia, Fed. Sts.",1988,NA
Moldova,1988,NA
Monaco,1988,NA
Mongolia,1988,NA
Montenegro,1988,NA
Montserrat,1988,NA
Morocco,1988,NA
Mozambique,1988,NA
Myanmar,1988,NA
Namibia,1988,NA
Nauru,1988,NA
Nepal,1988,NA
Netherlands,1988,NA
Netherlands Antilles,1988,NA
New Caledonia,1988,NA
New Zealand,1988,NA
Ngorno-Karabakh,1988,NA
Nicaragua,1988,NA
Niger,1988,NA
Nigeria,1988,NA
Niue,1988,NA
Norfolk Island,1988,NA
Northern Cyprus,1988,NA
Northern Mariana Islands,1988,NA
Norway,1988,NA
Oman,1988,NA
Pakistan,1988,NA
Palau,1988,NA
Panama,1988,NA
Papua New Guinea,1988,NA
Paraguay,1988,NA
Peru,1988,NA
Philippines,1988,NA
Pitcairn,1988,NA
Poland,1988,NA
Portugal,1988,NA
Puerto Rico,1988,NA
Qatar,1988,NA
Reunion,1988,NA
Romania,1988,NA
Russia,1988,NA
Rwanda,1988,NA
St. BarthÃ©lemy,1988,NA
St. Helena,1988,NA
St. Kitts and Nevis,1988,NA
St. Lucia,1988,NA
St. Martin,1988,NA
St. Vincent and the Grenadines,1988,NA
St.-Pierre-et-Miquelon,1988,NA
Samoa,1988,NA
San Marino,1988,NA
Sao Tome and Principe,1988,NA
Saudi Arabia,1988,NA
Senegal,1988,NA
Serbia,1988,NA
Serbia and Montenegro,1988,NA
Serbia excluding Kosovo,1988,NA
Seychelles,1988,NA
Sierra Leone,1988,NA
Singapore,1988,NA
Slovak Republic,1988,NA
Slovenia,1988,NA
Solomon Islands,1988,NA
Somalia,1988,NA
Somaliland,1988,NA
South Africa,1988,NA
South Ossetia,1988,NA
Spain,1988,NA
Sri Lanka,1988,NA
Sudan,1988,NA
Suriname,1988,NA
Svalbard,1988,NA
Swaziland,1988,NA
Sweden,1988,NA
Switzerland,1988,NA
Syria,1988,NA
Taiwan,1988,NA
Tajikistan,1988,NA
Tanzania,1988,NA
Thailand,1988,NA
Timor-Leste,1988,NA
Togo,1988,NA
Tokelau,1988,NA
Tonga,1988,NA
Transnistria,1988,NA
Trinidad and Tobago,1988,NA
Tunisia,1988,NA
Turkey,1988,NA
Turkmenistan,1988,NA
Turks and Caicos Islands,1988,NA
Tuvalu,1988,NA
Uganda,1988,NA
Ukraine,1988,NA
United Arab Emirates,1988,NA
United Kingdom,1988,NA
United States,1988,NA
Uruguay,1988,NA
USSR,1988,NA
Uzbekistan,1988,NA
Wallis et Futuna,1988,NA
Vanuatu,1988,NA
Venezuela,1988,NA
West Bank and Gaza,1988,NA
West Germany,1988,NA
Western Sahara,1988,NA
Vietnam,1988,NA
Virgin Islands (U.S.),1988,NA
North Yemen (former),1988,NA
South Yemen (former),1988,NA
Yemen,1988,NA
Yugoslavia,1988,NA
Zambia,1988,NA
Zimbabwe,1988,NA
Ã…land,1988,NA
South Sudan,1988,NA
Christian,1988,NA
Coastline,1988,NA
CuraÃ§ao,1988,NA
Sint Maarten (Dutch part),1988,NA
St. Martin (French part),1988,NA
Antarctica,1988,NA
"Virgin Islands, British",1988,NA
Hawaiian Trade Zone,1988,NA
U.S. Pacific Islands,1988,NA
Wake Island,1988,NA
Bonaire,1988,NA
Sark,1988,NA
Chinese Taipei,1988,NA
Saint Eustatius,1988,NA
Saba,1988,NA
Abkhazia,1989,NA
Afghanistan,1989,NA
Akrotiri and Dhekelia,1989,NA
Albania,1989,NA
Algeria,1989,NA
American Samoa,1989,NA
Andorra,1989,NA
Angola,1989,NA
Anguilla,1989,NA
Antigua and Barbuda,1989,NA
Argentina,1989,NA
Armenia,1989,NA
Aruba,1989,NA
Australia,1989,NA
Austria,1989,NA
Azerbaijan,1989,NA
Bahamas,1989,NA
Bahrain,1989,NA
Bangladesh,1989,NA
Barbados,1989,NA
Belarus,1989,NA
Belgium,1989,NA
Belize,1989,NA
Benin,1989,NA
Bermuda,1989,NA
Bhutan,1989,NA
Bolivia,1989,NA
Bosnia and Herzegovina,1989,NA
Botswana,1989,NA
Brazil,1989,NA
British Virgin Islands,1989,NA
Brunei,1989,NA
Bulgaria,1989,NA
Burkina Faso,1989,NA
Burundi,1989,NA
Cambodia,1989,NA
Cameroon,1989,NA
Canada,1989,NA
Cape Verde,1989,NA
Cayman Islands,1989,NA
Central African Republic,1989,NA
Chad,1989,NA
Channel Islands,1989,NA
Chile,1989,NA
China,1989,NA
Christmas Island,1989,NA
Cocos Island,1989,NA
Colombia,1989,NA
Comoros,1989,NA
"Congo, Dem. Rep.",1989,NA
"Congo, Rep.",1989,NA
Cook Is,1989,NA
Costa Rica,1989,NA
Cote d'Ivoire,1989,NA
Croatia,1989,NA
Cuba,1989,NA
Cyprus,1989,NA
Czech Republic,1989,NA
Czechoslovakia,1989,NA
Denmark,1989,NA
Djibouti,1989,NA
Dominica,1989,NA
Dominican Republic,1989,NA
East Germany,1989,NA
Ecuador,1989,NA
Egypt,1989,NA
El Salvador,1989,NA
Equatorial Guinea,1989,NA
Eritrea,1989,NA
Eritrea and Ethiopia,1989,NA
Estonia,1989,NA
Ethiopia,1989,NA
Faeroe Islands,1989,NA
Falkland Is (Malvinas),1989,NA
Fiji,1989,NA
Finland,1989,NA
France,1989,NA
French Guiana,1989,NA
French Polynesia,1989,NA
Gabon,1989,NA
Gambia,1989,NA
Georgia,1989,NA
Germany,1989,NA
Ghana,1989,NA
Gibraltar,1989,NA
Greece,1989,NA
Greenland,1989,NA
Grenada,1989,NA
Guadeloupe,1989,NA
Guam,1989,NA
Guatemala,1989,NA
Guernsey,1989,NA
Guinea,1989,NA
Guinea-Bissau,1989,NA
Guyana,1989,NA
Haiti,1989,NA
Holy See,1989,NA
Honduras,1989,NA
"Hong Kong, China",1989,NA
Hungary,1989,NA
Iceland,1989,NA
India,1989,NA
Indonesia,1989,NA
Iran,1989,NA
Iraq,1989,NA
Ireland,1989,NA
Isle of Man,1989,NA
Israel,1989,NA
Italy,1989,NA
Jamaica,1989,NA
Japan,1989,NA
Jersey,1989,NA
Jordan,1989,NA
Kazakhstan,1989,NA
Kenya,1989,NA
Kiribati,1989,NA
North Korea,1989,NA
South Korea,1989,NA
"United Korea (former)
",1989,NA
Kosovo,1989,NA
Kuwait,1989,NA
Kyrgyz Republic,1989,NA
Lao,1989,NA
Latvia,1989,NA
Lebanon,1989,NA
Lesotho,1989,NA
Liberia,1989,NA
Libya,1989,NA
Liechtenstein,1989,NA
Lithuania,1989,NA
Luxembourg,1989,NA
"Macao, China",1989,NA
"Macedonia, FYR",1989,NA
Madagascar,1989,NA
Malawi,1989,NA
Malaysia,1989,NA
Maldives,1989,NA
Mali,1989,NA
Malta,1989,NA
Marshall Islands,1989,NA
Martinique,1989,NA
Mauritania,1989,NA
Mauritius,1989,NA
Mayotte,1989,NA
Mexico,1989,NA
"Micronesia, Fed. Sts.",1989,NA
Moldova,1989,NA
Monaco,1989,NA
Mongolia,1989,NA
Montenegro,1989,NA
Montserrat,1989,NA
Morocco,1989,NA
Mozambique,1989,NA
Myanmar,1989,NA
Namibia,1989,NA
Nauru,1989,NA
Nepal,1989,NA
Netherlands,1989,NA
Netherlands Antilles,1989,NA
New Caledonia,1989,NA
New Zealand,1989,NA
Ngorno-Karabakh,1989,NA
Nicaragua,1989,NA
Niger,1989,NA
Nigeria,1989,NA
Niue,1989,NA
Norfolk Island,1989,NA
Northern Cyprus,1989,NA
Northern Mariana Islands,1989,NA
Norway,1989,NA
Oman,1989,NA
Pakistan,1989,NA
Palau,1989,NA
Panama,1989,NA
Papua New Guinea,1989,NA
Paraguay,1989,NA
Peru,1989,NA
Philippines,1989,NA
Pitcairn,1989,NA
Poland,1989,NA
Portugal,1989,NA
Puerto Rico,1989,NA
Qatar,1989,NA
Reunion,1989,NA
Romania,1989,NA
Russia,1989,NA
Rwanda,1989,NA
St. BarthÃ©lemy,1989,NA
St. Helena,1989,NA
St. Kitts and Nevis,1989,NA
St. Lucia,1989,NA
St. Martin,1989,NA
St. Vincent and the Grenadines,1989,NA
St.-Pierre-et-Miquelon,1989,NA
Samoa,1989,NA
San Marino,1989,NA
Sao Tome and Principe,1989,NA
Saudi Arabia,1989,NA
Senegal,1989,NA
Serbia,1989,NA
Serbia and Montenegro,1989,NA
Serbia excluding Kosovo,1989,NA
Seychelles,1989,NA
Sierra Leone,1989,NA
Singapore,1989,NA
Slovak Republic,1989,NA
Slovenia,1989,NA
Solomon Islands,1989,NA
Somalia,1989,NA
Somaliland,1989,NA
South Africa,1989,NA
South Ossetia,1989,NA
Spain,1989,NA
Sri Lanka,1989,NA
Sudan,1989,NA
Suriname,1989,NA
Svalbard,1989,NA
Swaziland,1989,NA
Sweden,1989,NA
Switzerland,1989,NA
Syria,1989,NA
Taiwan,1989,NA
Tajikistan,1989,NA
Tanzania,1989,NA
Thailand,1989,NA
Timor-Leste,1989,NA
Togo,1989,NA
Tokelau,1989,NA
Tonga,1989,NA
Transnistria,1989,NA
Trinidad and Tobago,1989,NA
Tunisia,1989,NA
Turkey,1989,NA
Turkmenistan,1989,NA
Turks and Caicos Islands,1989,NA
Tuvalu,1989,NA
Uganda,1989,NA
Ukraine,1989,NA
United Arab Emirates,1989,NA
United Kingdom,1989,NA
United States,1989,NA
Uruguay,1989,NA
USSR,1989,NA
Uzbekistan,1989,NA
Wallis et Futuna,1989,NA
Vanuatu,1989,NA
Venezuela,1989,NA
West Bank and Gaza,1989,NA
West Germany,1989,NA
Western Sahara,1989,NA
Vietnam,1989,NA
Virgin Islands (U.S.),1989,NA
North Yemen (former),1989,NA
South Yemen (former),1989,NA
Yemen,1989,NA
Yugoslavia,1989,NA
Zambia,1989,NA
Zimbabwe,1989,NA
Ã…land,1989,NA
South Sudan,1989,NA
Christian,1989,NA
Coastline,1989,NA
CuraÃ§ao,1989,NA
Sint Maarten (Dutch part),1989,NA
St. Martin (French part),1989,NA
Antarctica,1989,NA
"Virgin Islands, British",1989,NA
Hawaiian Trade Zone,1989,NA
U.S. Pacific Islands,1989,NA
Wake Island,1989,NA
Bonaire,1989,NA
Sark,1989,NA
Chinese Taipei,1989,NA
Saint Eustatius,1989,NA
Saba,1989,NA
Abkhazia,1990,NA
Afghanistan,1990,NA
Akrotiri and Dhekelia,1990,NA
Albania,1990,NA
Algeria,1990,0.06
American Samoa,1990,NA
Andorra,1990,NA
Angola,1990,0.5
Anguilla,1990,NA
Antigua and Barbuda,1990,NA
Argentina,1990,0.3
Armenia,1990,0.06
Aruba,1990,NA
Australia,1990,0.1
Austria,1990,0.06
Azerbaijan,1990,0.06
Bahamas,1990,3.6
Bahrain,1990,NA
Bangladesh,1990,0.06
Barbados,1990,0.06
Belarus,1990,0.06
Belgium,1990,0.06
Belize,1990,0.5
Benin,1990,0.2
Bermuda,1990,NA
Bhutan,1990,0.06
Bolivia,1990,0.1
Bosnia and Herzegovina,1990,NA
Botswana,1990,3.5
Brazil,1990,0.45
British Virgin Islands,1990,NA
Brunei,1990,NA
Bulgaria,1990,0.06
Burkina Faso,1990,3.9
Burundi,1990,3.9
Cambodia,1990,0.5
Cameroon,1990,0.6
Canada,1990,0.1
Cape Verde,1990,NA
Cayman Islands,1990,NA
Central African Republic,1990,3.1
Chad,1990,1.1
Channel Islands,1990,NA
Chile,1990,0.06
China,1990,NA
Christmas Island,1990,NA
Cocos Island,1990,NA
Colombia,1990,0.2
Comoros,1990,0.06
"Congo, Dem. Rep.",1990,NA
"Congo, Rep.",1990,5.2
Cook Is,1990,NA
Costa Rica,1990,0.06
Cote d'Ivoire,1990,2.4
Croatia,1990,0.06
Cuba,1990,0.06
Cyprus,1990,NA
Czech Republic,1990,0.06
Czechoslovakia,1990,NA
Denmark,1990,0.06
Djibouti,1990,0.9
Dominica,1990,NA
Dominican Republic,1990,0.4
East Germany,1990,NA
Ecuador,1990,0.3
Egypt,1990,0.06
El Salvador,1990,0.1
Equatorial Guinea,1990,0.1
Eritrea,1990,0.3
Eritrea and Ethiopia,1990,NA
Estonia,1990,0.06
Ethiopia,1990,NA
Faeroe Islands,1990,NA
Falkland Is (Malvinas),1990,NA
Fiji,1990,0.06
Finland,1990,0.06
France,1990,0.3
French Guiana,1990,NA
French Polynesia,1990,NA
Gabon,1990,0.9
Gambia,1990,0.1
Georgia,1990,0.06
Germany,1990,0.1
Ghana,1990,0.3
Gibraltar,1990,NA
Greece,1990,0.1
Greenland,1990,NA
Grenada,1990,NA
Guadeloupe,1990,NA
Guam,1990,NA
Guatemala,1990,0.1
Guernsey,1990,NA
Guinea,1990,1.1
Guinea-Bissau,1990,0.3
Guyana,1990,2.8
Haiti,1990,1.3
Holy See,1990,NA
Honduras,1990,1.1
"Hong Kong, China",1990,NA
Hungary,1990,0.1
Iceland,1990,0.06
India,1990,0.1
Indonesia,1990,0.06
Iran,1990,0.06
Iraq,1990,NA
Ireland,1990,0.06
Isle of Man,1990,NA
Israel,1990,0.06
Italy,1990,0.3
Jamaica,1990,2.1
Japan,1990,0.06
Jersey,1990,NA
Jordan,1990,NA
Kazakhstan,1990,0.06
Kenya,1990,3.9
Kiribati,1990,NA
North Korea,1990,NA
South Korea,1990,0.06
"United Korea (former)
",1990,NA
Kosovo,1990,NA
Kuwait,1990,NA
Kyrgyz Republic,1990,0.06
Lao,1990,0.06
Latvia,1990,0.06
Lebanon,1990,0.06
Lesotho,1990,0.8
Liberia,1990,0.3
Libya,1990,NA
Liechtenstein,1990,NA
Lithuania,1990,0.06
Luxembourg,1990,0.1
"Macao, China",1990,NA
"Macedonia, FYR",1990,NA
Madagascar,1990,0.2
Malawi,1990,7.2
Malaysia,1990,0.1
Maldives,1990,0.06
Mali,1990,0.4
Malta,1990,0.06
Marshall Islands,1990,NA
Martinique,1990,NA
Mauritania,1990,0.2
Mauritius,1990,0.06
Mayotte,1990,NA
Mexico,1990,0.4
"Micronesia, Fed. Sts.",1990,NA
Moldova,1990,0.06
Monaco,1990,NA
Mongolia,1990,0.06
Montenegro,1990,NA
Montserrat,1990,NA
Morocco,1990,0.06
Mozambique,1990,1.2
Myanmar,1990,0.2
Namibia,1990,1.6
Nauru,1990,NA
Nepal,1990,0.2
Netherlands,1990,0.1
Netherlands Antilles,1990,NA
New Caledonia,1990,NA
New Zealand,1990,0.1
Ngorno-Karabakh,1990,NA
Nicaragua,1990,0.06
Niger,1990,0.1
Nigeria,1990,1.3
Niue,1990,NA
Norfolk Island,1990,NA
Northern Cyprus,1990,NA
Northern Mariana Islands,1990,NA
Norway,1990,0.06
Oman,1990,0.06
Pakistan,1990,0.06
Palau,1990,NA
Panama,1990,0.2
Papua New Guinea,1990,0.06
Paraguay,1990,0.06
Peru,1990,0.4
Philippines,1990,0.06
Pitcairn,1990,NA
Poland,1990,0.06
Portugal,1990,0.1
Puerto Rico,1990,NA
Qatar,1990,0.06
Reunion,1990,NA
Romania,1990,0.06
Russia,1990,0.06
Rwanda,1990,5.2
St. BarthÃ©lemy,1990,NA
St. Helena,1990,NA
St. Kitts and Nevis,1990,NA
St. Lucia,1990,NA
St. Martin,1990,NA
St. Vincent and the Grenadines,1990,NA
St.-Pierre-et-Miquelon,1990,NA
Samoa,1990,NA
San Marino,1990,NA
Sao Tome and Principe,1990,NA
Saudi Arabia,1990,NA
Senegal,1990,0.2
Serbia,1990,0.1
Serbia and Montenegro,1990,NA
Serbia excluding Kosovo,1990,NA
Seychelles,1990,NA
Sierra Leone,1990,0.06
Singapore,1990,0.06
Slovak Republic,1990,0.06
Slovenia,1990,0.06
Solomon Islands,1990,NA
Somalia,1990,0.1
Somaliland,1990,NA
South Africa,1990,0.7
South Ossetia,1990,NA
Spain,1990,0.4
Sri Lanka,1990,0.06
Sudan,1990,0.1
Suriname,1990,0.1
Svalbard,1990,NA
Swaziland,1990,2.3
Sweden,1990,0.1
Switzerland,1990,0.2
Syria,1990,NA
Taiwan,1990,NA
Tajikistan,1990,0.06
Tanzania,1990,4.8
Thailand,1990,1
Timor-Leste,1990,NA
Togo,1990,0.6
Tokelau,1990,NA
Tonga,1990,NA
Transnistria,1990,NA
Trinidad and Tobago,1990,0.2
Tunisia,1990,0.06
Turkey,1990,0.06
Turkmenistan,1990,NA
Turks and Caicos Islands,1990,NA
Tuvalu,1990,NA
Uganda,1990,10.2
Ukraine,1990,0.1
United Arab Emirates,1990,NA
United Kingdom,1990,0.1
United States,1990,0.5
Uruguay,1990,0.1
USSR,1990,NA
Uzbekistan,1990,0.06
Wallis et Futuna,1990,NA
Vanuatu,1990,NA
Venezuela,1990,NA
West Bank and Gaza,1990,NA
West Germany,1990,NA
Western Sahara,1990,NA
Vietnam,1990,0.06
Virgin Islands (U.S.),1990,NA
North Yemen (former),1990,NA
South Yemen (former),1990,NA
Yemen,1990,NA
Yugoslavia,1990,NA
Zambia,1990,12.7
Zimbabwe,1990,10.1
Ã…land,1990,NA
South Sudan,1990,NA
Christian,1990,NA
Coastline,1990,NA
CuraÃ§ao,1990,NA
Sint Maarten (Dutch part),1990,NA
St. Martin (French part),1990,NA
Antarctica,1990,NA
"Virgin Islands, British",1990,NA
Hawaiian Trade Zone,1990,NA
U.S. Pacific Islands,1990,NA
Wake Island,1990,NA
Bonaire,1990,NA
Sark,1990,NA
Chinese Taipei,1990,NA
Saint Eustatius,1990,NA
Saba,1990,NA
Abkhazia,1991,NA
Afghanistan,1991,NA
Akrotiri and Dhekelia,1991,NA
Albania,1991,NA
Algeria,1991,0.06
American Samoa,1991,NA
Andorra,1991,NA
Angola,1991,0.8
Anguilla,1991,NA
Antigua and Barbuda,1991,NA
Argentina,1991,0.3
Armenia,1991,0.06
Aruba,1991,NA
Australia,1991,0.1
Austria,1991,0.06
Azerbaijan,1991,0.06
Bahamas,1991,3.8
Bahrain,1991,NA
Bangladesh,1991,0.06
Barbados,1991,0.06
Belarus,1991,0.06
Belgium,1991,0.1
Belize,1991,0.7
Benin,1991,0.4
Bermuda,1991,NA
